"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"COLEMAN, Mr Albert Edward",28,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"COLERIDGE, Mr Reginald Charles",29,"2nd Class Passenger","14263£10 10s","Southampton","Advertising Consultant",""
"COLLANDER, Mr Erik Gustaf",27,"2nd Class Passenger","248740£13","Southampton","",""
"COLLEY, Mr Edward Pomeroy",37,"1st Class Passenger","5727£25 11s 9d","Southampton","Civil Engineer",""
"COLLYER, Mr Harvey",31,"2nd Class Passenger","31921£26 5s","Southampton","Grocer",""
"COMPTON, Mr Alexander Taylor jr",37,"1st Class Passenger","17756£83 3s 2d","Cherbourg","",""
"CONLIN, Mr Thomas Henry",30,"3rd Class Passenger","21332£7 14s 8d","Queenstown","General Labourer",""
"CONNAUGHTON, Mr Michael",40,"3rd Class Passenger","335097£7 15s","Queenstown","Bus Driver",""
"CONNOLLY, Miss Kate",41,"3rd Class Passenger","330972£7 12s 7d","Queenstown","",""
"CONNORS, Mr Patrick",66,"3rd Class Passenger","370369£7 15s","Queenstown","Farm Labourer","[171]"
"CONWAY, Mr Percy Walter",25,"Victualling Crew","","Belfast","Saloon Steward (2nd class)",""
"COOK, Mr Jacob",43,"3rd Class Passenger","3536£8 1s","Southampton","Wood Carver",""
"COOK, Mr Gilbert William",32,"Victualling Crew","","Southampton","Saloon Steward",""
"COOMBS, Mr Charles Augustus",45,"Victualling Crew","","Southampton","Assistant Cook",""
"COOPER, Mr Henry William",25,"Engineering Crew","","Southampton","Fireman",""
"COOPER, Mr Frederick George",24,"Engineering Crew","","Southampton","Trimmer",""
"COPPERTHWAITE, Mr Albert Harry",28,"Engineering Crew","","Southampton","Fireman",""
"ČOR, Mr Bartol",35,"3rd Class Passenger","349230£7 17s 11d","Southampton","General Labourer",""
"ČOR, Mr Ivan",27,"3rd Class Passenger","349229£7 17s 11d","Southampton","General Labourer",""
"ČOR, Mr Liudevit",19,"3rd Class Passenger","349231£7 17s 11d","Southampton","General Labourer",""
"CORBEN, Mr Ernest Theodore",27,"Victualling Crew","","Southampton","Assistant Printer Steward",""
"CORBETT, Mrs Irene",30,"2nd Class Passenger","237249£13","Southampton","Musician",""
"CORCORAN, Mr Dennis",33,"Engineering Crew","","Southampton","Fireman",""
"COREY, Mrs Mary Emma",32,"2nd Class Passenger","13534£21","Southampton","Teacher",""
"CORNAIRE, Mr Marcel Raymond André",19,"Restaurant Staff","","Southampton","Assistant Roast Cook",""
"CORNBLATT, Mr Harris",30,"3rd Class Passenger","SOTON/OQ 392090£8 1s","Southampton","Upholsterer",""
"COTTERILL, Mr Henry",21,"2nd Class Passenger","29107£11 10s","Southampton","Carpenter / Joiner",""
"COTTON, Mr Alfred",35,"Engineering CrewSubstitute Crew","","Southampton","Trimmer",""
"COUCH, Mr Frank",27,"Deck Crew","","Southampton","Able Seaman","[253]"
"COUCH, Mr Joseph Henry",49,"Engineering Crew","","Southampton","Greaser",""
"COUTIN, Mr Auguste Louis",28,"Restaurant Staff","","Southampton","Entrée Cook",""
"COX, Mr William Denton",30,"Victualling Crew","","Southampton","Third class steward","[300]"
"COXON, Mr Daniel",58,"3rd Class Passenger","364500£7 5s","Southampton","Dealer",""
"COY, Mr Francis Ernest George",27,"Engineering Crew","","Belfast","Junior Assistant 3rd. Engineer",""
"CRABB, Mr Henry James",23,"Engineering Crew","","Southampton","Trimmer",""
"CRAFTON, Mr John Bertram",58,"1st Class Passenger","113791£26 11s","Southampton","Businessman",""
"CREASE, Mr Ernest James",20,"3rd Class Passenger","3464£8 3s 2d","Southampton","Tinsmith",""
"CREESE, Mr Henry Philip",45,"Engineering Crew","","Belfast","Deck Engineer",""
"CRIBB, Mr John Hatfield",43,"3rd Class Passenger","371362£16 2s","Southampton","Butler",""
"CRISP, Mr Albert Hector",39,"Victualling Crew","","Belfast","Saloon Steward",""
"CRISPIN, Mr William",33,"Victualling Crew","","Southampton","Glory Hole Steward",""
"CROSBIE, Mr John Borthwick",45,"Victualling Crew","","Southampton","Turkish Bath Attendant",""
"CROSBY, Captain Edward Gifford",70,"1st Class Passenger","5735£71","Southampton","","[269]"
"CROSS, Mr William Alfred",44,"Engineering Crew","","Southampton","Fireman",""
"CROVELLA, Mr Paolo Luigi",16,"Restaurant Staff","","Southampton","Assistant Waiter",""
"CRUMPLIN, Mr Charles George Chandler",35,"Victualling Crew","","Belfast","Bed Room Steward",""
"ČULUMOVIĆ, Mr Jeso",17,"3rd Class Passenger","315090£8 13s 3d","Southampton","",""
"CUMINGS, Mr John Bradley",39,"1st Class Passenger","17599£71 5s 8d","Cherbourg","",""
"CUNNINGHAM, Mr Alfred Fleming",21,"2nd Class PassengerH&W Guarantee Group",239853,"Belfast","Fitter",""
"CUNNINGHAM, Mr Bernard",35,"Engineering Crew","","Southampton","Fireman",""
"CURTIS, Mr Arthur",26,"Engineering Crew","","Southampton","Fireman",""
"DĀHIR, Mr Ṭannūs",28,"3rd Class Passenger","2686£7 4s 7d","Cherbourg","",""
"DAHLBERG, Miss Gerda Ulrika",22,"3rd Class Passenger","7552£10 10s 4d","Southampton","",""
"DAKIĆ, Mr Branko",19,"3rd Class Passenger","349228£10 3s 5d","Southampton","General Labourer",""
"DANBOM, Mr Ernst Gilbert",34,"3rd Class Passenger","347080£14 8s","Southampton","General Labourer","[197]"
"DANBOM, Mrs Anna Sigrid Maria",28,"3rd Class Passenger","347080£14 8s","Southampton","",""
"DANBOM, Master Gilbert Sigvard Emanuel","4m","3rd Class Passenger","347080£14 8s","Southampton","",""
"DASHWOOD, Mr William George",18,"Victualling Crew","","Southampton","Saloon Steward (2nd class)","[83]"
"DAVIDSON, Mr Thornton",31,"1st Class Passenger","12750£52","Cherbourg","",""
"DAVIES, Mr Charles Henry",19,"2nd Class Passenger","14879£73 10s","Southampton","",""
"DAVIES, Mr Evan Lewis",22,"3rd Class Passenger","23568£8 1s","Southampton","Miner",""
"DAVIES, Mr Alfred James",24,"3rd Class Passenger","48871£24 3s","Southampton","Caster",""
"DAVIES, Mr John",22,"3rd Class Passenger","48871£24 3s","Southampton","Ironworker",""
"DAVIES, Mr Joseph",17,"3rd Class Passenger","48873£8 1s","Southampton","Ironworker",""
"DAVIES, Mr Thomas",33,"Engineering Crew","","Southampton","Leading Fireman",""
"DAVIES, Mr Gordon Raleigh",32,"Victualling Crew","","Belfast","1st Class Bedroom Steward",""
"DAVIES, Mr Robert J.",26,"Victualling Crew","","Belfast","Saloon Steward","[191]"
"DAVIS, Mr Stephen James",39,"Deck Crew","","Southampton","Able Seaman",""
"DAVIS, Mr John",27,"Victualling Crew","","Belfast","Extra 2nd Baker","[200]"
"DAVISON, Mr Thomas Henry",32,"3rd Class Passenger","386525£16 2s","Southampton","Blacksmith",""
"DAWSON, Mr Joseph",23,"Engineering Crew","","Southampton","Trimmer","[227]"
"DE MARSICO, Sig. Govanni",20,"Restaurant Staff","","Southampton","Assistant Waiter",""
"DE PELSMAEKER, Mr Alfons",16,"3rd Class Passenger","345778£9 10s","Southampton","Farm Labourer",""
"DEACON, Mr Percy William",17,"2nd Class Passenger","14879£73 10s","Southampton","Baker",""
"DEAN, Mr Bertram Frank",25,"3rd Class Passenger","2315£20 11s 6d","Southampton","Farmer",""
"DEAN, Mr George Fox Hopkins",19,"Victualling Crew","","Southampton","Assistant Saloon Steward","[252]"
"DEBREUCQ, Mr Maurice Emile Victor",18,"Restaurant Staff","","Southampton","Assistant Waiter","[244]"
"DEEBLE, Mr Alfred Arnold",34,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[270]"
"DEL CARLO, Mr Sebastiano",29,"2nd Class Passenger","2167£27 14s 5d","Cherbourg","","[295]"
"DELALIĆ, Mr Redžo",25,"3rd Class Passenger","349250£7 17s 11d","Southampton","General Labourer",""
"DENBUOY, Mr Albert Joseph",25,"2nd Class Passenger","31029£31 10s","Southampton","Fruit Farmer",""
"DENKOV, Mr Mityu",30,"3rd Class Passenger","349225£7 17s 11d","Southampton","General Labourer",""
"DENNIS, Mr Samuel",22,"3rd Class Passenger","21172£7 5s","Southampton","Farmer",""
"DENNIS, Mr William",26,"3rd Class Passenger","21175£7 5s","Southampton","Farmer",""
"DENOV, Mr Yoto",27,"3rd Class Passenger","349219£7 17s 11d","Southampton","General Labourer",""
"DERRETT, Mr Arthur Henry",28,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"DESLANDES, Mr Percival Stainer",37,"Victualling Crew","","Southampton","Saloon Steward","[212]"
"DESVERNINE, Mr Louis Gabriel",20,"Restaurant Staff","","Southampton","Assistant Pastry Cook",""
"DIBDEN, Mr William",18,"2nd Class Passenger","14879£73 10s","Southampton","General Labourer",""
"DĪBŪ, Mr Ilyās",29,"3rd Class Passenger","2674£7 4s 6d","Cherbourg","General Labourer",""
"DICKSON, Mr William",37,"Engineering CrewSubstitute Crew","","Southampton","Trimmer",""
"DIKA, Mr Mirko",17,"3rd Class Passenger","349232£7 17s 11d","Southampton","",""
"DIMIĆ, Mr Jovan",42,"3rd Class Passenger","315088£8 13s 3d","Southampton","",""
"DINCHEV, Mr Vulcho",43,"3rd Class Passenger","349226£7 17s 11d","Southampton","",""
"DINENAGE, Mr James Richard",49,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"DODD, Mr Edward Charles",39,"Engineering Crew","","Belfast","Junior 3rd. Engineer",""
"DODD, Mr George Charles",44,"Victualling Crew","","Belfast","Second Steward, 1st Class",""
"DODDS, Mr Henry Watson",26,"Engineering CrewSubstitute Crew","","Southampton","Junior Assistant 4th Engineer",""
"DOHERTY, Mr William John",22,"3rd Class Passenger","330877£8 9s 2d","Queenstown","",""
"DOLBY, Mr Joseph",38,"Victualling Crew","","Belfast","Reception Steward (1st Class)",""
"DONATI, Sig. Italo Francesco",17,"Restaurant Staff","","Southampton","Assistant Waiter","[311]"
"DONOGHUE, Mr Florence Thomas",31,"Victualling Crew","","Belfast","Bed Room Steward",""
"DONOHOE, Miss Bridget",21,"3rd Class Passenger","364856£7 15s","Queenstown","",""
"DOOLEY, Mr Patrick",37,"3rd Class Passenger","370376£7 15s","Queenstown","General Labourer",""
"DORNIER, Mr Louis Auguste",20,"Restaurant Staff","","Southampton","Assistant Fish Cook",""
"DOUGHTY, Mr Walter Thomas",22,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"DOUGLAS, Mr Walter Donald",50,"1st Class Passenger","17761£106 8s 6d","Cherbourg","","[62]"
"DOUTON, Mr William Joseph",55,"2nd Class Passenger","28403£26","Southampton","Quarryman",""
"DOYLE, Miss Elizabeth",28,"3rd Class Passenger","368702£7 15s","Queenstown","",""
"DOYLE, Mr Laurence",27,"Engineering Crew","","Southampton","Fireman",""
"DRAŽENOVIĆ, Mr Jozef",33,"3rd Class Passenger","349241£7 17s 11d","Cherbourg","General Labourer","[51]"
"DREW, Mr James Vivian",42,"2nd Class Passenger","28220£32 10s","Southampton","",""
"DUFFY, Mr William Luke",36,"Engineering Crew","","Belfast","Writer / Engineer's Clerk",""
"DULLES, Mr William Crothers",39,"1st Class Passenger","17580£29 14s","Cherbourg","","[133]"
"DUNFORD, Mr William",48,"Victualling Crew","","Southampton","Hospital Steward","[71]"
"DWAN, Mr Frank",65,"3rd Class Passenger","336439£7 15s","Queenstown","Fisherman",""
"DYER, Mr Henry Ryland",24,"Engineering Crew","","Belfast","Senior Assistant 4th. Engineer",""
"DYER, Mr William Henry",33,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"DYKER, Mr Adolf Fredrik",23,"3rd Class Passenger","347072£13 18s","Southampton","General Labourer",""
"EAGLE, Mr Alfred James Jacob",27,"Engineering Crew","","Southampton","Trimmer",""
"EASTMAN, Mr Charles",44,"Engineering Crew","","Southampton","Greaser",""
"EDBROOKE, Mr Francis Samuel Jacob",23,"Victualling Crew","","Southampton","Third class steward",""
"EDE, Mr George Bulkeley",23,"Victualling Crew","","Southampton","3rd Class Steward",""
"EDGE, Mr Frederick William",39,"Victualling Crew","","Southampton","Deck Steward (2nd class)",""
"EDVARDSSON, Mr Gustaf Hjalmar",18,"3rd Class Passenger","349912£7 15s 6d","Southampton","General Labourer",""
"EDWARDS, Mr Charles Essex",49,"Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)",""
"EGG, Mr William Henry",48,"Victualling Crew","","Southampton","Third class steward",""
"EITEMILLER, Mr George Floyd",25,"2nd Class Passenger","29751£13","Southampton","",""
"EKLUND, Mr Hans Linus",16,"3rd Class Passenger","347074£7 15s 6d","Southampton","General Labourer",""
"EKSTRÖM, Mr Johan",45,"3rd Class Passenger","347061£6 19s 6d","Southampton","General Labourer",""
"ELIAS, Mr Joseph jr.",15,"3rd Class Passenger","2690£7 4s 7d","Cherbourg","General Labourer",""
"ELIAS, Mr Joseph",39,"3rd Class Passenger","2675£7 4s 7d","Cherbourg","",""
"ELIAS NASRALLAH, Mr Tannous",22,"3rd Class Passenger","2695£7 4s 7d","Cherbourg","General Labourer",""
"ELLIOTT, Mr Everett Edward",23,"Engineering Crew","","Southampton","Trimmer","[317]"
"ELSBURY, Mr William James",48,"3rd Class Passenger","3902£7 5s","Southampton","Farmer",""
"ENANDER, Mr Ingvar",21,"2nd Class Passenger","236854£13","Southampton","",""
"ENNIS, Mr Walter",34,"Victualling Crew","","Southampton","Turkish Bath Attendant",""
"ERVINE, Mr Albert George",18,"Engineering Crew","","Belfast","Assistant Electrician",""
"ESTANISLAU, Mr Manuel Gonçalves",37,"3rd Class Passenger","3101306£7 1s","Southampton","General Labourer",""
"EVANS, Miss Edith Corse",36,"1st Class Passenger","17531£31 13s 7d","Cherbourg","",""
"EVANS, Mr William Thomas",33,"Engineering Crew","","Southampton","Trimmer","[31]"
"EVANS, Mr George Richard",27,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"EVERETT, Mr Thomas James",37,"3rd Class Passenger","6212£15 2s","Southampton","Crane Operator","[187]"
"FAHLSTRØM, Mr Arne Joma",18,"2nd Class Passenger","236171£13","Southampton","",""
"FAIRALL, Mr Henry Charles",40,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"FARDON, Mr Charles Richard",46,"3rd Class Passenger","3101314£7 5s","Southampton","Carpenter / Joiner",""
"FARENDEN, Mr Ernest John",22,"Victualling Crew","","Belfast","Confectioner",""
"FARQUHARSON, Mr William Edward",39,"Engineering Crew","","Belfast","Senior 2nd. Engineer",""
"FARRELL, Mr James",26,"3rd Class Passenger","367232£7 15s","Queenstown","Farm Labourer","[68]"
"FARTHING, Mr John",48,"1st Class PassengerServant","17483£221 15s 7d","Southampton","Servant",""
"FAUNTHORPE, Mr Harry Bartram",31,"2nd Class Passenger","2926£26","Southampton","","[286]"
"FAY, Mr Thomas Joseph",30,"Engineering Crew","","Southampton","Greaser",""
"FEI, Sig. Carlo",19,"Restaurant Staff","","Southampton","Scullion",""
"FELLOWES, Mr Alfred James",28,"Victualling Crew","","Belfast","Assistant boots steward (1st class)","[138]"
"FELTHAM, Mr George William",41,"Victualling Crew","","Southampton","Vienna Baker",""
"FERRARY, Mr Anton",33,"Engineering Crew","","Southampton","Trimmer",""
"FERRIS, Mr William",39,"Engineering Crew","","Southampton","Leading Fireman",""
"FILLBROOK, Mr Joseph Charles",18,"2nd Class Passenger","15185£10 10s","Southampton","Painter & Decorator",""
"FINCH, Mr Henry Herman",18,"Victualling Crew","","Southampton","Steward (3rd Class)",""
"FIORAVANTE, Sig. Giuseppe Bertoldo",23,"Restaurant Staff","","Southampton","Assistant Scullion",""
"FISCHER, Mr Eberhard Thelander",18,"3rd Class Passenger","350036£7 15s 11d","Southampton","",""
"FITZPATRICK, Mr Hugh Joseph",29,"Engineering Crew","","Belfast","Junior Boilermaker",""
"FLEMING, Miss Honor",22,"3rd Class Passenger","364859£7 15s","Queenstown","",""
"FLETCHER, Mr Percy William",25,"Victualling Crew","","Belfast","Bugler Steward",""
"FLYNN, Mr James",28,"3rd Class Passenger","364851£7 15s","Queenstown","General Labourer",""
"FLYNN, Mr John",48,"3rd Class Passenger","368323£6 19s","Queenstown","Farm Labourer",""
"FOLEY, Mr Joseph",19,"3rd Class Passenger","330910£7 17s 7d","Queenstown","Farm Labourer",""
"FOLEY, Mr William",20,"3rd Class Passenger","365235£7 15s","Queenstown","Farm Labourer",""
"FORD, Mr Arthur",23,"3rd Class Passenger","1478£8 1s","Southampton","Carpenter / Joiner",""
"FORD, Mrs Margaret Ann Watson",54,"3rd Class Passenger","6608£34 7s 6d","Southampton","Farmer",""
"FORD, Miss Dollina Margaret",20,"3rd Class Passenger","6608£34 7s 6d","Southampton","Servant",""
"FORD, Mr Edward Watson",18,"3rd Class Passenger","6608£34 7s 6d","Southampton","Blacksmith",""
"FORD, Mr William Neal Thomas",14,"3rd Class Passenger","6608£34 7s 6d","Southampton","Messenger",""
"FORD, Miss Robina Maggie",7,"3rd Class Passenger","6608£34 7s 6d","Southampton","",""
"FORD, Mr H.",22,"Engineering Crew","","Southampton","Trimmer",""
"FORD, Mr Thomas",33,"Engineering Crew","","Southampton","Leading Fireman",""
"FORD, Mr Ernest",33,"Victualling Crew","","Southampton","3rd Class Steward",""
"FORD, Mr Francis",44,"Victualling Crew","","Southampton","Bedroom Steward (2nd class)",""
"FOREMAN, Mr Benjamin Laventall",30,"1st Class Passenger","113051£27 15s","Southampton","",""
"FORTUNE, Mr Mark",64,"1st Class Passenger","19950£263","Southampton","",""
"FORTUNE, Mr Charles Alexander",19,"1st Class Passenger","19950£263","Southampton","",""
"FOSTER, Mr Alfred Charles",37,"Engineering Crew","","Belfast","Storekeeper (Engineering)",""
"FOX, Mr Stanley Harrington",38,"2nd Class Passenger","229236£13","Southampton","Businessman","[236]"
"FOX, Mr Patrick",28,"3rd Class Passenger","368573£7 15s","Queenstown","General Labourer",""
"FOX, Mr William Thomas",27,"Victualling Crew","","Southampton","Steward",""
"FRANKLIN, Mr Thomas Parnham",37,"1st Class Passenger","113778£26 11s","Southampton","",""
"FRANKLIN, Mr Alan Vincent",28,"Victualling Crew","","Southampton","Saloon Steward (2nd class)","[262]"
"FRASER, Mr James",30,"Engineering Crew","","Belfast","Junior Assistant 3rd. Engineer",""
"FRASER, Mr J.",30,"Engineering Crew","","Southampton","Fireman",""
"FREEMAN, Mr Ernest Edward Samuel",45,"Victualling Crew","","Belfast","Deck Steward (1st Class)","[239]"
"FROST, Mr Anthony Wood",38,"2nd Class PassengerH&W Guarantee Group",239854,"Belfast","Fitter",""
"FRY, Mr Richard Thomas",39,"1st Class PassengerServant",112058,"Southampton","Personal Valet",""
"FUNK, Miss Annie Clemmer",38,"2nd Class Passenger","237671£13","Southampton","Missionary",""
"FUTRELLE, Mr Jacques Heath",37,"1st Class Passenger","113803£53 2s","Southampton","Writer",""
"FYNNEY, Mr Joseph J.",36,"2nd Class Passenger","239865£26","Southampton","Rubber Merchant","[322]"
"GALE, Mr Harry",37,"2nd Class Passenger","28664£21","Southampton","Miner",""
"GALE, Mr Shadrach",33,"2nd Class Passenger","28664£21","Southampton","Miner",""
"GALLAGHER, Mr Martin",29,"3rd Class Passenger","36864£7 14s 10d","Queenstown","Farm Labourer",""
"GARFIRTH, Mr John",21,"3rd Class Passenger","358585£14 10s","Southampton","Shoemaker",""
"GASKELL, Mr William Alfred",19,"2nd Class Passenger","239865£26","Southampton","Cooper",""
"GATTI, Sig. Gaspare Antonio Pietro",37,"Restaurant Staff","","Southampton","À la Carte Restaurant Manager","[313]"
"GAVEY, Mr Laurence",26,"2nd Class Passenger","31028£10 10s","Southampton","",""
"GEDDES, Mr Richard Charles",32,"Victualling Crew","","Southampton","Bed Room Steward (1st class)",""
"GEE, Mr Arthur",47,"1st Class Passenger","111320£38 10s","Southampton","","[275]"
"GEER, Mr Alfred Emest",26,"Engineering CrewSubstitute Crew","","Southampton","Fireman",""
"GEORGIEV, Mr Stenyu","","3rd Class Passenger","349254£7 17s 11d","Cherbourg","General Labourer",""
"GIGLIO, Mr Victor Gaitan Andrea",23,"1st Class PassengerServant","17593£79 4s","Cherbourg","Servant",""
"GILARDINO, Sig. Vincenzo Pio",31,"Restaurant Staff","","Southampton","Waiter",""
"GILBERT, Mr William",46,"2nd Class Passenger","30769£10 10s","Southampton","",""
"GILES, Mr Edgar",18,"2nd Class Passenger","28133£11 10s","Southampton","Cab Driver",""
"GILES, Mr Frederick Edward",20,"2nd Class Passenger","28134£11 10s","Southampton","Bus Driver",""
"GILES, Mr Ralph",24,"2nd Class Passenger","248726£13 10s","Southampton","","[297]"
"GILES, Mr John Robert",32,"Victualling Crew","","Southampton","2nd Baker",""
"GILINSKI, Mr Eliezer",23,"3rd Class Passenger","14973£8 1s","Southampton","Locksmith","[47]"
"GILL, Mr John",24,"2nd Class Passenger","233866£13","Southampton","Chauffeur","[155]"
"GILL, Mr Joseph Stanley",38,"Victualling Crew","","Belfast","Bed Room Steward","[49]"
"GILL, Mr Patrick",38,"Victualling Crew","","Southampton","Ship's Cook",""
"GILLESPIE, Mr William Henry",31,"2nd Class Passenger","12233£13","Southampton","Clerk",""
"GIVARD, Mr Hans Kristensen",27,"2nd Class Passenger","250646£13","Southampton","","[305]"
"GODWIN, Mr Frederick Charles",33,"Engineering Crew","","Southampton","Greaser",""
"GOLDER, Mr Martin William",35,"Engineering Crew","","Southampton","Fireman",""
"GOLDSCHMIDT, Mr George B.",71,"1st Class Passenger","17754£34 13s 1d","Cherbourg","Lawyer",""
"GOLDSMITH, Mr Frank John",33,"3rd Class Passenger","363291£20 10s 6d","Southampton","Turner",""
"GOLDSMITH, Mr Nathan",41,"3rd Class Passenger","3101263£7 17s","Southampton","Shoemaker",""
"GOLLOP, Mr Percival Salisbury",30,"Victualling Crew","","Southampton","Assistant Passage Cook",""
"GOODWIN, Mr Frederick Joseph",42,"3rd Class Passenger","2144£46 18s","Southampton","Engineer",""
"GOODWIN, Mrs Augusta",43,"3rd Class Passenger","2144£46 18s","Southampton","",""
"GOODWIN, Miss Lillian Augusta",16,"3rd Class Passenger","2144£46 18s","Southampton","Servant",""
"GOODWIN, Mr Charles Edward",14,"3rd Class Passenger","2144£46 18s","Southampton","Scholar",""
"GOODWIN, Master William Frederick",13,"3rd Class Passenger","2144£46 18s","Southampton","",""
"GOODWIN, Miss Jessie Allis Mary",12,"3rd Class Passenger","2144£46 18s","Southampton","",""
"GOODWIN, Master Harold Victor",10,"3rd Class Passenger","2144£46 18s","Southampton","",""
"GOODWIN, Master Sidney Leslie",1,"3rd Class Passenger","2144£46 18s","Southampton","","[4]"
"GORDON, Mr John",30,"Engineering CrewSubstitute Crew","","Southampton","Trimmer",""
"GOREE, Mr Frank",40,"Engineering Crew","","Southampton","Greaser","[222]"
"GOSHAWK, Mr Alfred James",40,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"GOSLING, Mr Bertram James",22,"Engineering Crew","","Southampton","Trimmer",""
"GOSLING, Mr Frank Henry",25,"Engineering Crew","","Southampton","Trimmer",""
"GRADIDGE, Mr Ernest Edward",22,"Engineering Crew","","Southampton","Fireman","[276]"
"GRAHAM, Mr George Edward",38,"1st Class Passenger","112053£30","Southampton","Sales Manager","[147]"
"GREEN, Mr George",41,"3rd Class Passenger","21440£8 1s","Southampton","Farrier",""
"GREEN, Mr George",20,"Engineering Crew","","Southampton","Trimmer",""
"GREENBERG, Mr Samuel",54,"2nd Class Passenger","250647£13","Southampton","","[19]"
"GREGORY, Mr David",43,"Engineering Crew","","Southampton","Greaser",""
"GROSCLAUDE, Mr Gérald",24,"Restaurant Staff","","Southampton","Waiter",""
"GRØNNESTAD, Mr Daniel Danielsen",32,"3rd Class Passenger","8471£8 6s 15d","Southampton","General Labourer",""
"GUEST, Mr Stephen",22,"3rd Class Passenger","376563£8 1s","Southampton","General Labourer",""
"GUGGENHEIM, Mr Benjamin",46,"1st Class Passenger","17593£79 4s","Cherbourg","Businessman",""
"GUMERY, Mr George",24,"Engineering Crew","","Southampton","Mess Steward",""
"GUNN, Mr Joseph Alfred",30,"Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)",""
"GUSTAFSSON, Mr Karl Gideon",19,"3rd Class Passenger","347069£7 15s 6d","Southampton","General Labourer",""
"GUSTAFSSON, Mr Alfred Ossian",19,"3rd Class Passenger","7534£9 16s 11d","Southampton","General Labourer",""
"GUSTAFSSON, Mr Anders Vilhelm",37,"3rd Class Passenger","3101276£7 18s 6d","Southampton","General Labourer","[98]"
"GUSTAFSSON, Mr Johan Birger",28,"3rd Class Passenger","3101277£7 18s 6d","Southampton","",""
"GWINN, Mr William Logan",37,"Victualling CrewPostal Clerk","","Southampton","Postal Clerk / Postman",""
"HAAS, Miss Aloisia",24,"3rd Class Passenger","349236£8 17s","Southampton","General Labourer",""
"HAGLAND, Mr Ingvald Olai Olsen",28,"3rd Class Passenger","65303£6 19s 4d","Southampton","Fisherman",""
"HAGLAND, Mr Konrad Mathias Reiersen",19,"3rd Class Passenger","65304£6 19s 4d","Southampton","General Labourer",""
"HAKKARAINEN, Mr Pekka Pietari",28,"3rd Class Passenger","3101279£15 17s","Southampton","General Labourer",""
"HALE, Mr Reginald",31,"2nd Class Passenger","250653£13","Southampton","Gardener","[75]"
"HALL, Mr J.",32,"Engineering Crew","","Southampton","Fireman",""
"HALL, Mr Frank Alfred James",40,"Victualling Crew","","Southampton","Scullion",""
"HALLETT, Mr George Alexander",23,"Engineering Crew","","Southampton","Fireman",""
"HAMBLYN, Mr Ernest William",46,"Victualling Crew","","Southampton","2nd Class Bedroom Steward",""
"HAMILTON, Mr Ernest",25,"Victualling Crew","","Belfast","Assistant Smoke Room Steward (1st class)",""
"HAMPE, Mr Léon Jérome",19,"3rd Class Passenger","345769£9 10s","Southampton","Painter & Decorator",""
"HANDS, Mr Bernard",54,"Engineering Crew","","Southampton","Fireman",""
"ḤANNĀ AL-HĀJ, Mr Mansūr",35,"3rd Class Passenger","2693£7 4s 7d","Cherbourg","","[188]"
"HANNAM, Mr George",30,"Engineering Crew","","Southampton","Fireman",""
"HANSEN, Mr Claus Peter",41,"3rd Class Passenger","350026£14 2s 2d","Southampton","Barber",""
"HANSEN, Mr Henry Damsgaard",20,"3rd Class Passenger","350059£7 17s 1d","Southampton","Manufacturer","[69]"
"HANSEN, Mr Jens Henrik Marius Juul",25,"3rd Class Passenger","350025£7 17s 1d","Southampton","Farmer",""
"HARBECK, Mr William H.",45,"2nd Class Passenger","248746£13","Southampton","Cinematographer","[35]"
"HARDING, Mr Alfred John",21,"Victualling Crew","","Southampton","Assistant Pantry Steward (2nd class)",""
"HARGADON, Miss Kate",17,"3rd Class Passenger","30631£7 14s 8d","Queenstown","Cook",""
"HARKNETT, Miss Alice Phoebe",21,"3rd Class Passenger","6609£7 11s","Southampton","Domestic Kitchen Servant",""
"HARPER, Rev. John",39,"2nd Class Passenger","248727£33","Southampton","Priest / Minister",""
"HARRINGTON, Mr Henry Charles",37,"1st Class PassengerServant","113796£42 8s","Southampton","Servant",""
"HARRIS, Mr Henry Burkhardt",45,"1st Class Passenger","36973£83 9s 6d","Southampton","Theatre Manager",""
"HARRIS, Mr Walter",45,"2nd Class Passenger","14208£10 10s","Southampton","",""
"HARRIS, Mr Amos",24,"Engineering Crew","","Southampton","Trimmer",""
"HARRIS, Mr Edward John",29,"Engineering Crew","","Southampton","Fireman",""
"HARRIS, Mr Charles William",19,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"HARRIS, Mr Clifford Henry",17,"Victualling Crew","","Southampton","Bell Boy",""
"HARRIS, Mr Edward Matthew",17,"Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)",""
"HARRISON, Mr William Henry",45,"1st Class PassengerServant",112059,"Southampton","Secretary","[110]"
